timestamp,area_id,seasonality_mode,changepoint_prior_scale,seasonality_prior_scale,fourier_order,n_trials,outlier_detection,outlier_treatment,outliers_found,outliers_percentage,missing_found,mae,rmse,mape,mase,mase_seas,metrics,test_size,regressors,config,exec_time
2025-12-27 05:12:12,1,multiplicative,0.20901017158626298,2.3950746177133606,4,97,,,0,0.0,0,816.9375245832916,965.3169236454888,7.599483516193224,0.8284476590807324,0.5226541831345243,"{'mae': 816.9375245832916, 'rmse': 965.3169236454888, 'mape': 7.599483516193224, 'mase': 0.8284476590807324, 'mase_seas': 0.5226541831345243}",12,"['years_since_start_regressor', 'years_since_start_squared_regressor', 'rainfall_regressor', 'temperature_regressor', 'winter_regressor', 'humidity_regressor', 'fridays_per_month_regressor']","{'comment': '', 'area_id': 1, 'test_size': 12, 'valid_size': 10, 'impute_thresh': None, 'impute_method': 'linear', 'outlier_detection': 'iqr', 'outlier_treatment': 'interpolate', 'auto_outlier_methods': False, 'optimize': True, 'n_trials': 300, 'n_changepoints': [5, 20], 'changepoint_prior_scale': [0.001, 0.6], 'seasonality_prior_scale': [0.01, 5], 'seasonality_mode': ['additive', 'multiplicative'], 'fourier_order': [1, 8], 'early_stopping_patience': 40, 'cv_folds': 0, 'cv_repeats': 0, 'n_jobs': -1, 'data_filepath': '../data/combined_water_data.csv', 'run_dir': 'run_adaptive', 'log_experiment_results': True, 'plot': {'show': False, 'save': True, 'mode': 'low', 'formats': ['png'], 'dpi': 150}, 'add_regressors': True, 'top_regressors': 3, 'optimize_regressor_selection': True, 'min_regressors': 1, 'max_regressors': 7, 'regressors': {'ramadan_month_regressor': True, 'eid_alfitr_month_regressor': True, 'eid_aladha_month_regressor': True, 'fridays_per_month_regressor': True, 'temperature_regressor': True, 'temp_anomaly_regressor': True, 'humidity_regressor': True, 'rainfall_regressor': True, 'month_sin_regressor': True, 'month_cos_regressor': True, 'month_sin2_regressor': False, 'month_cos2_regressor': False, 'winter_regressor': True, 'spring_regressor': True, 'summer_regressor': True, 'fall_regressor': True, 'years_since_start_regressor': True, 'years_since_start_squared_regressor': True, 'years_since_start_power1_5_regressor': False, 'years_since_start_log_regressor': False, 'years_since_halfway_regressor': False, 'multi_year_cycle_regressor': False, 'cumulative_rainfall_regressor': False, 'temp_trend_interaction_regressor': False, 'y_ma3_regressor': False, 'y_ma6_regressor': False, 'y_ma12_regressor': False, 'y_ewma3_regressor': False, 'y_ewma6_regressor': False, 'y_std3_regressor': False, 'y_std6_regressor': False, 'y_std12_regressor': False}}",18.61552405357361
2025-12-27 05:12:34,2,multiplicative,0.5912704587632132,4.914750911085138,3,81,iqr,interpolate,2,3.3333333333333335,0,104.89013238940392,118.23217095629921,5.472768875599247,0.4204551149084848,0.40258486763729917,"{'mae': 104.89013238940392, 'rmse': 118.23217095629921, 'mape': 5.472768875599247, 'mase': 0.4204551149084848, 'mase_seas': 0.40258486763729917}",12,"['years_since_start_regressor', 'years_since_start_squared_regressor', 'temperature_regressor', 'rainfall_regressor', 'humidity_regressor', 'ramadan_month_regressor', 'temp_anomaly_regressor']","{'comment': '', 'area_id': 2, 'test_size': 12, 'valid_size': 10, 'impute_thresh': None, 'impute_method': 'linear', 'outlier_detection': 'iqr', 'outlier_treatment': 'interpolate', 'auto_outlier_methods': False, 'optimize': True, 'n_trials': 300, 'n_changepoints': [5, 20], 'changepoint_prior_scale': [0.001, 0.6], 'seasonality_prior_scale': [0.01, 5], 'seasonality_mode': ['additive', 'multiplicative'], 'fourier_order': [1, 8], 'early_stopping_patience': 40, 'cv_folds': 0, 'cv_repeats': 0, 'n_jobs': -1, 'data_filepath': '../data/combined_water_data.csv', 'run_dir': 'run_adaptive', 'log_experiment_results': True, 'plot': {'show': False, 'save': True, 'mode': 'low', 'formats': ['png'], 'dpi': 150}, 'add_regressors': True, 'top_regressors': 3, 'optimize_regressor_selection': True, 'min_regressors': 1, 'max_regressors': 7, 'regressors': {'ramadan_month_regressor': True, 'eid_alfitr_month_regressor': True, 'eid_aladha_month_regressor': True, 'fridays_per_month_regressor': True, 'temperature_regressor': True, 'temp_anomaly_regressor': True, 'humidity_regressor': True, 'rainfall_regressor': True, 'month_sin_regressor': True, 'month_cos_regressor': True, 'month_sin2_regressor': False, 'month_cos2_regressor': False, 'winter_regressor': True, 'spring_regressor': True, 'summer_regressor': True, 'fall_regressor': True, 'years_since_start_regressor': True, 'years_since_start_squared_regressor': True, 'years_since_start_power1_5_regressor': False, 'years_since_start_log_regressor': False, 'years_since_halfway_regressor': False, 'multi_year_cycle_regressor': False, 'cumulative_rainfall_regressor': False, 'temp_trend_interaction_regressor': False, 'y_ma3_regressor': False, 'y_ma6_regressor': False, 'y_ma12_regressor': False, 'y_ewma3_regressor': False, 'y_ewma6_regressor': False, 'y_std3_regressor': False, 'y_std6_regressor': False, 'y_std12_regressor': False}}",15.760125637054443
